ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
238351_x_at	1.69e-01	3.96e-02	-2.149431	-4.2295714	-0.6518511		
231424_at	1.69e-01	3.96e-02	-2.149408	-4.2296152	-1.1021824	SLC5A12	solute carrier family 5 member 12
234435_at	1.69e-01	3.97e-02	-2.148513	-4.2312852	-0.4819315		
230494_at	1.69e-01	3.97e-02	2.148461	-4.2313821	0.9716163	SLC20A1	solute carrier family 20 member 1
229396_at	1.69e-01	3.97e-02	-2.147881	-4.2324644	-0.5969074	OVOL1	ovo like transcriptional repressor 1
229965_at	1.69e-01	3.97e-02	-2.147872	-4.2324812	-0.4959958		
223049_at	1.69e-01	3.98e-02	2.147699	-4.2328054	0.3206239	GRB2	growth factor receptor bound protein 2
230714_s_at	1.69e-01	3.98e-02	-2.147402	-4.2333591	-0.8187769		
222637_at	1.69e-01	3.98e-02	2.147351	-4.2334545	0.4583958	COMMD10	COMM domain containing 10
222393_s_at	1.69e-01	3.98e-02	2.147015	-4.2340803	0.5077983	NAA50	N(alpha)-acetyltransferase 50, NatE catalytic subunit
242333_at	1.69e-01	3.99e-02	2.146293	-4.235427	0.2995772		
230715_at	1.69e-01	3.99e-02	2.14617	-4.2356573	0.6504609	ZNF518B	zinc finger protein 518B
230742_at	1.70e-01	3.99e-02	2.145658	-4.2366124	0.3719438	RBM5	RNA binding motif protein 5
243998_at	1.70e-01	3.99e-02	-2.145528	-4.2368549	-1.0374997	KRT222	keratin 222
228164_at	1.70e-01	4.00e-02	2.14504	-4.237764	0.2718456	AP4E1	adaptor related protein complex 4 epsilon 1 subunit
222569_at	1.70e-01	4.00e-02	2.14473	-4.2383429	0.2695431	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
238833_at	1.70e-01	4.00e-02	2.144385	-4.2389852	0.4893379		
225442_at	1.70e-01	4.00e-02	2.144327	-4.2390939	0.3522518	DDR2	discoidin domain receptor tyrosine kinase 2
200058_s_at	1.70e-01	4.01e-02	2.144064	-4.2395832	0.3142674	LOC101929240///SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200
240812_at	1.70e-01	4.01e-02	-2.143821	-4.2400373	-0.6836336		
239217_x_at	1.70e-01	4.02e-02	2.14273	-4.2420698	0.5024297	ABCC3	ATP binding cassette subfamily C member 3
233443_at	1.71e-01	4.02e-02	-2.142336	-4.2428036	-0.8906014	PSMG4	proteasome assembly chaperone 4
238187_at	1.71e-01	4.02e-02	-2.142188	-4.2430805	-0.3961925	C2orf57	chromosome 2 open reading frame 57
231497_at	1.71e-01	4.02e-02	2.142144	-4.2431614	0.5396053	ZBTB20-AS1	ZBTB20 antisense RNA 1
223960_s_at	1.71e-01	4.02e-02	2.142138	-4.2431732	0.3229485	CDIP1	cell death inducing p53 target 1
244431_at	1.71e-01	4.02e-02	-2.142066	-4.2433064	-0.3245309	KLLN	killin, p53-regulated DNA replication inhibitor
239563_at	1.71e-01	4.02e-02	2.142025	-4.2433825	0.8079143		
236733_at	1.71e-01	4.03e-02	-2.141871	-4.2436706	-1.0951058		
226095_s_at	1.71e-01	4.03e-02	2.141817	-4.2437716	0.612813	ATXN1L	ataxin 1 like
228403_at	1.71e-01	4.03e-02	2.141742	-4.2439105	0.4530191	ENHO	energy homeostasis associated
235023_at	1.71e-01	4.03e-02	2.14169	-4.2440071	1.2560118	VPS13C	vacuolar protein sorting 13 homolog C
226569_s_at	1.71e-01	4.03e-02	2.141068	-4.2451647	0.6682681	CHTF18	chromosome transmission fidelity factor 18
227987_at	1.71e-01	4.03e-02	2.140925	-4.2454318	0.6405958	VPS13A	vacuolar protein sorting 13 homolog A
227076_at	1.71e-01	4.03e-02	-2.140903	-4.2454736	-0.5289321	NCAPH2	non-SMC condensin II complex subunit H2
239124_at	1.71e-01	4.04e-02	2.140715	-4.2458225	0.5266098		
230191_at	1.71e-01	4.04e-02	-2.14004	-4.2470788	-0.3638557	TTBK1	tau tubulin kinase 1
227767_at	1.71e-01	4.04e-02	2.13982	-4.2474896	0.3899969	CSNK1G3	casein kinase 1 gamma 3
238578_at	1.71e-01	4.04e-02	2.139706	-4.247701	0.5033899	TMEM182	transmembrane protein 182
222643_s_at	1.71e-01	4.05e-02	-2.139262	-4.2485268	-0.8907081	BBS1	Bardet-Biedl syndrome 1
224951_at	1.71e-01	4.05e-02	2.139244	-4.2485611	0.3469396	CERS5	ceramide synthase 5
240475_at	1.71e-01	4.05e-02	-2.139226	-4.2485946	-0.4396621	EGOT	eosinophil granule ontogeny transcript (non-protein coding)
229536_at	1.71e-01	4.05e-02	-2.139075	-4.2488748	-0.5300543	REC8	REC8 meiotic recombination protein
236668_at	1.71e-01	4.05e-02	2.138955	-4.2490989	0.5449141	LOC101926967	uncharacterized LOC101926967
234427_at	1.71e-01	4.05e-02	-2.138721	-4.2495341	-0.6889851	YME1L1	YME1 like 1 ATPase
236614_at	1.71e-01	4.06e-02	-2.138049	-4.2507835	-0.4778146	LOC729683	uncharacterized LOC729683
227637_at	1.72e-01	4.07e-02	2.137344	-4.2520955	0.4300233	TFCP2	transcription factor CP2
225979_at	1.72e-01	4.07e-02	-2.137286	-4.2522027	-0.7014764	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2
234281_at	1.72e-01	4.07e-02	-2.136931	-4.2528624	-0.6602678	ESPNP///ESPN	espin pseudogene///espin
227974_at	1.72e-01	4.07e-02	2.13662	-4.2534414	0.7744415		
225616_at	1.72e-01	4.07e-02	-2.136348	-4.253948	-0.2942065	SPRYD4	SPRY domain containing 4
230771_at	1.72e-01	4.08e-02	-2.136171	-4.254277	-0.6747402	NKAIN4	Na+/K+ transporting ATPase interacting 4
239329_at	1.72e-01	4.08e-02	2.13611	-4.2543894	0.3829154	RAB21	RAB21, member RAS oncogene family
232580_x_at	1.72e-01	4.08e-02	-2.136075	-4.2544551	-0.4136657		
230122_at	1.72e-01	4.08e-02	2.136046	-4.2545092	0.7344005	MLLT10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10
234062_at	1.72e-01	4.08e-02	-2.13545	-4.255617	-0.474032		
224269_at	1.72e-01	4.08e-02	2.135408	-4.2556945	0.6784807	KRTAP4-12	keratin associated protein 4-12
229385_s_at	1.72e-01	4.08e-02	-2.135149	-4.2561752	-0.3926087	TINCR	tissue differentiation-inducing non-protein coding RNA
239376_at	1.72e-01	4.09e-02	2.134427	-4.2575171	0.3485219	DCLRE1C	DNA cross-link repair 1C
234319_at	1.72e-01	4.09e-02	-2.134216	-4.2579094	-0.9757859	STOX2	storkhead box 2
244809_at	1.72e-01	4.09e-02	-2.13411	-4.2581052	-0.5546543		
227657_at	1.72e-01	4.10e-02	-2.133958	-4.2583892	-0.4835288	RNF150	ring finger protein 150
228012_at	1.72e-01	4.10e-02	2.133939	-4.2584239	0.942597	SNHG4///MATR3	small nucleolar RNA host gene 4///matrin 3
231617_at	1.73e-01	4.10e-02	-2.133484	-4.259268	-1.09904	TEX33	testis expressed 33
222404_x_at	1.73e-01	4.10e-02	2.133273	-4.2596615	0.7076488	HACD3	3-hydroxyacyl-CoA dehydratase 3
230586_s_at	1.73e-01	4.11e-02	-2.13275	-4.2606313	-0.8350865	ZNF703	zinc finger protein 703
226059_at	1.73e-01	4.11e-02	-2.132679	-4.260763	-1.0099	TOMM40L	translocase of outer mitochondrial membrane 40 like
240946_at	1.73e-01	4.11e-02	-2.132551	-4.2610013	-0.8419885		
231984_at	1.73e-01	4.11e-02	2.132311	-4.261446	0.9806155	MTAP	methylthioadenosine phosphorylase
233060_at	1.73e-01	4.11e-02	2.13195	-4.2621163	0.4878608	ZMIZ1	zinc finger MIZ-type containing 1
238056_at	1.73e-01	4.12e-02	-2.131634	-4.2627032	-0.4183046	SDHC	succinate dehydrogenase complex subunit C
223478_at	1.73e-01	4.12e-02	-2.131534	-4.2628898	-0.3821537	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B
244835_at	1.73e-01	4.12e-02	2.131497	-4.2629581	0.926303	C16orf52	chromosome 16 open reading frame 52
238580_at	1.73e-01	4.13e-02	2.130272	-4.2652301	0.5910127		
237800_at	1.73e-01	4.13e-02	-2.13025	-4.2652706	-0.6717226		
224409_s_at	1.73e-01	4.13e-02	-2.130034	-4.2656724	-0.6847723	TSSK6	testis specific serine kinase 6
234689_at	1.73e-01	4.13e-02	2.130015	-4.265708	0.7414627	PTCHD4	patched domain containing 4
231370_at	1.74e-01	4.14e-02	2.129451	-4.2667544	0.7098348	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A
222752_s_at	1.74e-01	4.14e-02	2.129328	-4.2669824	0.296699	TMEM206	transmembrane protein 206
237034_at	1.74e-01	4.14e-02	-2.129273	-4.2670845	-0.4047907		
200056_s_at	1.74e-01	4.14e-02	2.12921	-4.2672009	0.399204	C1D	C1D nuclear receptor corepressor
228796_at	1.74e-01	4.14e-02	-2.129139	-4.2673313	-1.0810073	CPNE4	copine 4
239613_at	1.74e-01	4.14e-02	-2.128779	-4.2679995	-0.5998249	TMED3	transmembrane p24 trafficking protein 3
233192_s_at	1.74e-01	4.14e-02	2.128455	-4.2686003	0.564168	RUFY2	RUN and FYVE domain containing 2
242982_x_at	1.74e-01	4.14e-02	2.128442	-4.2686245	0.6033298	ITGB8	integrin subunit beta 8
243872_at	1.74e-01	4.14e-02	2.128379	-4.2687407	0.8386024		
232647_at	1.74e-01	4.15e-02	2.128309	-4.2688712	0.7973704	PROCA1	protein interacting with cyclin A1
237740_at	1.74e-01	4.15e-02	-2.12789	-4.2696478	-0.4985607		
227624_at	1.74e-01	4.15e-02	2.127679	-4.2700388	0.2985323	TET2	tet methylcytosine dioxygenase 2
236868_at	1.74e-01	4.16e-02	-2.12713	-4.2710559	-0.7441945		
240913_at	1.74e-01	4.16e-02	-2.127125	-4.2710659	-0.5267293	FGFR2	fibroblast growth factor receptor 2
233837_at	1.74e-01	4.16e-02	-2.12686	-4.2715565	-0.6116552	GGT1	gamma-glutamyltransferase 1
230083_at	1.74e-01	4.16e-02	2.126588	-4.272061	0.5288556	USP53	ubiquitin specific peptidase 53
226551_at	1.74e-01	4.17e-02	-2.126042	-4.2730721	-0.3406985	RIPK1	receptor interacting serine/threonine kinase 1
225806_at	1.74e-01	4.17e-02	2.125838	-4.2734498	0.7256004	AJUBA	ajuba LIM protein
244040_at	1.74e-01	4.17e-02	2.125677	-4.2737475	0.6723946	KCNN3	potassium calcium-activated channel subfamily N member 3
227446_s_at	1.74e-01	4.17e-02	2.125668	-4.2737658	0.2657202	DHRS4-AS1	DHRS4 antisense RNA 1
235434_at	1.74e-01	4.17e-02	2.125644	-4.2738092	0.6473212	CCDC134	coiled-coil domain containing 134
225473_at	1.74e-01	4.17e-02	2.125107	-4.274803	0.7501858	SOGA1	suppressor of glucose, autophagy associated 1
228605_at	1.74e-01	4.17e-02	2.125102	-4.2748125	0.3029516	UBXN2A	UBX domain protein 2A
240467_at	1.75e-01	4.18e-02	2.124766	-4.2754353	0.4719915		
232026_at	1.75e-01	4.18e-02	2.124356	-4.2761939	1.0316497	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4
223216_x_at	1.75e-01	4.19e-02	-2.123725	-4.2773632	-0.6338422	FBXO16///ZNF395	F-box protein 16///zinc finger protein 395
241630_at	1.75e-01	4.19e-02	-2.123689	-4.2774294	-0.3111324		
223992_x_at	1.75e-01	4.19e-02	2.123622	-4.277554	0.3071119	ZCWPW1	zinc finger CW-type and PWWP domain containing 1
228916_at	1.75e-01	4.19e-02	2.123603	-4.2775875	0.2957391	CWF19L2	CWF19-like 2, cell cycle control (S. pombe)
244191_at	1.75e-01	4.19e-02	-2.123298	-4.2781532	-0.5787868	RPLP1	ribosomal protein lateral stalk subunit P1
235673_at	1.75e-01	4.19e-02	-2.123286	-4.2781749	-0.6639578		
222738_at	1.75e-01	4.19e-02	2.123085	-4.2785467	0.6619152	WWC2///CLDN22	WW and C2 domain containing 2///claudin 22
230728_at	1.75e-01	4.19e-02	2.12304	-4.2786308	0.9202662	FKBP14	FK506 binding protein 14
233949_s_at	1.75e-01	4.20e-02	-2.122523	-4.2795866	-1.6545149	MYH7B	myosin heavy chain 7B
244532_x_at	1.75e-01	4.20e-02	2.122347	-4.2799121	0.7608043		
244060_at	1.75e-01	4.20e-02	-2.12214	-4.2802948	-0.7264102		
236766_at	1.75e-01	4.20e-02	2.122048	-4.2804662	0.505919		
242203_at	1.75e-01	4.20e-02	-2.122023	-4.2805113	-0.8961216		
227359_at	1.75e-01	4.20e-02	-2.121795	-4.2809342	-0.3145421	OSCP1	organic solute carrier partner 1
222944_s_at	1.75e-01	4.21e-02	-2.121638	-4.2812243	-0.6767888	MAGIX	MAGI family member, X-linked
241068_at	1.75e-01	4.21e-02	2.121528	-4.2814276	0.7065374	IGSF6	immunoglobulin superfamily member 6
232250_at	1.75e-01	4.21e-02	-2.121125	-4.2821732	-0.680118	KIAA1257	KIAA1257
223022_s_at	1.75e-01	4.21e-02	2.120809	-4.282757	0.2575399	VTA1	vesicle trafficking 1
230397_at	1.75e-01	4.21e-02	-2.120778	-4.2828143	-0.5628517	SAR1B	secretion associated Ras related GTPase 1B
226203_at	1.76e-01	4.22e-02	2.12053	-4.2832732	0.4010585	MYO9A	myosin IXA
243173_at	1.76e-01	4.22e-02	-2.120294	-4.2837094	-0.90802	CABP7	calcium binding protein 7
229836_s_at	1.76e-01	4.22e-02	-2.120079	-4.2841072	-0.7642442	NUDT4	nudix hydrolase 4
233243_at	1.76e-01	4.22e-02	2.119923	-4.2843944	0.551739		
239792_at	1.76e-01	4.22e-02	2.119917	-4.2844056	0.5534809	UBL7-AS1	UBL7 antisense RNA 1 (head to head)
226804_at	1.76e-01	4.22e-02	2.119577	-4.2850346	0.7384742	FAM20A	family with sequence similarity 20 member A
233338_at	1.76e-01	4.23e-02	-2.119318	-4.2855136	-0.5165939	LOC729461///FAM230B///FAM230C	uncharacterized LOC729461///family with sequence similarity 230 member B (non-protein coding)///family with sequence similarity 230 member C
234907_x_at	1.76e-01	4.23e-02	2.119083	-4.2859475	0.6797341	POLB	DNA polymerase beta
237852_at	1.76e-01	4.23e-02	-2.119034	-4.2860373	-0.5059592		
232388_at	1.76e-01	4.23e-02	2.118766	-4.2865329	0.5595441	CNTNAP4	contactin associated protein like 4
232611_at	1.76e-01	4.23e-02	-2.11872	-4.2866184	-0.4884599	GOLGA2P5	golgin A2 pseudogene 5
235353_at	1.76e-01	4.23e-02	-2.118616	-4.28681	-0.6601848	SEL1L3	SEL1L family member 3
244889_at	1.76e-01	4.23e-02	2.11859	-4.2868584	0.6783632	LOC400499///LOC388210	vitellogenin///uncharacterized LOC388210
226636_at	1.76e-01	4.24e-02	2.118032	-4.2878887	0.5303548	PLD1	phospholipase D1
240664_at	1.76e-01	4.24e-02	-2.117887	-4.2881576	-0.6211915		
239060_at	1.76e-01	4.24e-02	-2.117794	-4.2883294	-0.6838927		
225994_at	1.76e-01	4.24e-02	2.117636	-4.2886206	0.3310698	CPSF2	cleavage and polyadenylation specific factor 2
228972_at	1.76e-01	4.24e-02	-2.117616	-4.2886579	-0.3544532	PITPNA-AS1	PITPNA antisense RNA 1
228065_at	1.76e-01	4.24e-02	2.117599	-4.28869	0.5402359	BCL9L	B-cell CLL/lymphoma 9-like
227454_at	1.76e-01	4.24e-02	2.117373	-4.2891076	0.9901703	TAOK1	TAO kinase 1
222843_at	1.76e-01	4.24e-02	2.117351	-4.2891468	0.3577689	FIGNL1	fidgetin like 1
224836_at	1.76e-01	4.25e-02	-2.117263	-4.2893101	-0.6278241	TP53INP2	tumor protein p53 inducible nuclear protein 2
234468_at	1.76e-01	4.25e-02	2.117028	-4.2897446	0.6387472		
231763_at	1.76e-01	4.25e-02	-2.116941	-4.2899039	-0.5933529	POLR3A	RNA polymerase III subunit A
242248_at	1.76e-01	4.25e-02	2.116809	-4.2901476	0.9931701	PHKB	phosphorylase kinase regulatory subunit beta
AFFX-PheX-M_at	1.76e-01	4.25e-02	-2.116766	-4.2902284	-0.7280906		
227283_at	1.76e-01	4.25e-02	-2.116653	-4.2904355	-0.351973	EFR3B	EFR3 homolog B
233342_at	1.76e-01	4.25e-02	-2.116235	-4.2912082	-0.406488	LOC100134040	uncharacterized LOC100134040
229872_s_at	1.77e-01	4.26e-02	2.115233	-4.293058	0.4546896	LOC100996740	uncharacterized LOC100996740
239901_at	1.77e-01	4.26e-02	2.115133	-4.2932425	0.9881349		
242296_x_at	1.77e-01	4.27e-02	-2.115042	-4.2934097	-1.2171226		
241258_at	1.77e-01	4.27e-02	-2.11489	-4.2936897	-0.5508494		
232782_at	1.77e-01	4.27e-02	2.114623	-4.294183	0.8864081		
230889_at	1.77e-01	4.27e-02	-2.114527	-4.294361	-0.763409	LOC645321	uncharacterized LOC645321
241489_at	1.77e-01	4.27e-02	2.1143	-4.2947791	0.465368		
233033_at	1.77e-01	4.28e-02	-2.113871	-4.2955713	-0.6027406	ZEB2	zinc finger E-box binding homeobox 2
234804_at	1.77e-01	4.28e-02	-2.113592	-4.2960852	-0.6321849	PROX2	prospero homeobox 2
233257_at	1.77e-01	4.28e-02	-2.113478	-4.2962952	-0.9503297		
234849_at	1.77e-01	4.28e-02	-2.113405	-4.2964298	-0.8265625	YME1L1	YME1 like 1 ATPase
233745_at	1.77e-01	4.28e-02	-2.113232	-4.2967485	-0.8575423	PTOV1-AS1	PTOV1 antisense RNA 1
236174_at	1.77e-01	4.28e-02	2.113148	-4.2969043	0.5364865		
236860_at	1.77e-01	4.28e-02	-2.113075	-4.2970391	-0.7299339	NPY6R	neuropeptide Y receptor Y6 (pseudogene)
223394_at	1.77e-01	4.29e-02	-2.112864	-4.297428	-0.356667	SERTAD1	SERTA domain containing 1
236193_at	1.77e-01	4.29e-02	2.112792	-4.2975599	0.9722335	HIST1H2BC	histone cluster 1, H2bc
229192_s_at	1.77e-01	4.29e-02	-2.112486	-4.2981247	-0.4832426	LOC101929597///TBCD	uncharacterized LOC101929597///tubulin folding cofactor D
225295_at	1.77e-01	4.29e-02	2.112323	-4.2984258	0.4363021	SLC39A10	solute carrier family 39 member 10
242539_at	1.77e-01	4.29e-02	2.112282	-4.2984999	0.57823	DIS3L2	DIS3 like 3'-5' exoribonuclease 2
228005_at	1.77e-01	4.29e-02	2.112213	-4.2986281	0.3702899	ZXDB	zinc finger, X-linked, duplicated B
241705_at	1.77e-01	4.29e-02	2.112057	-4.2989147	0.9915675	ABCA5	ATP binding cassette subfamily A member 5
239643_at	1.77e-01	4.30e-02	-2.111384	-4.300156	-0.7154874	LOC100129516	uncharacterized LOC100129516
225580_at	1.78e-01	4.31e-02	-2.11003	-4.3026512	-0.4991076	MRPL50	mitochondrial ribosomal protein L50
236295_s_at	1.78e-01	4.31e-02	-2.109903	-4.3028849	-0.5880335	NLRC3	NLR family CARD domain containing 3
244168_s_at	1.78e-01	4.31e-02	-2.109859	-4.3029661	-0.8966001	ULK4	unc-51 like kinase 4
232685_at	1.78e-01	4.31e-02	-2.109817	-4.3030438	-0.3045965		
237251_at	1.78e-01	4.32e-02	-2.109502	-4.3036229	-0.471079	LRRC71	leucine rich repeat containing 71
231217_at	1.78e-01	4.32e-02	-2.109461	-4.3036986	-0.8076911	SLC13A3	solute carrier family 13 member 3
226994_at	1.78e-01	4.32e-02	2.109328	-4.303943	0.3029062	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2
228906_at	1.78e-01	4.32e-02	2.10897	-4.3046028	0.4023483	TET1	tet methylcytosine dioxygenase 1
235242_at	1.78e-01	4.32e-02	2.108932	-4.3046728	0.3936924	REL	REL proto-oncogene, NF-kB subunit
235791_x_at	1.78e-01	4.33e-02	2.108325	-4.3057907	0.3713898	CHD1	chromodomain helicase DNA binding protein 1
226525_at	1.78e-01	4.33e-02	2.107972	-4.3064401	0.9537375	STK17B	serine/threonine kinase 17b
237669_at	1.78e-01	4.33e-02	-2.107949	-4.3064833	-0.6920051		
224238_at	1.78e-01	4.33e-02	-2.107827	-4.3067068	-0.5880619		
224412_s_at	1.78e-01	4.33e-02	2.107628	-4.3070739	0.8053874	TRPM6	transient receptor potential cation channel subfamily M member 6
229821_at	1.78e-01	4.33e-02	2.107543	-4.3072299	0.4228133	LRRC37A4P	leucine rich repeat containing 37 member A4, pseudogene
242318_at	1.78e-01	4.34e-02	-2.107478	-4.3073501	-0.8532714	TAPT1	transmembrane anterior posterior transformation 1
223581_at	1.78e-01	4.34e-02	2.107352	-4.3075821	0.6402256	ZNF577	zinc finger protein 577
224698_at	1.78e-01	4.34e-02	2.107113	-4.3080212	0.3718216	ESYT2	extended synaptotagmin 2
244859_at	1.79e-01	4.34e-02	2.106676	-4.3088263	0.4317391		
242467_at	1.79e-01	4.34e-02	2.10667	-4.3088359	1.1162473		
232676_x_at	1.79e-01	4.34e-02	2.106624	-4.3089212	0.4627097	MYEF2	myelin expression factor 2
244120_at	1.79e-01	4.35e-02	-2.106424	-4.30929	-0.5301976		
238581_at	1.79e-01	4.35e-02	-2.106365	-4.3093986	-0.7656182	GBP5	guanylate binding protein 5
227816_at	1.79e-01	4.35e-02	-2.106287	-4.3095416	-0.6328622	NTN1	netrin 1
232222_at	1.79e-01	4.35e-02	2.105985	-4.3100971	0.5358645	ZCCHC2	zinc finger CCHC-type containing 2
227549_x_at	1.79e-01	4.35e-02	2.10582	-4.3103999	0.7636748	ZDHHC24	zinc finger DHHC-type containing 24
231309_at	1.79e-01	4.35e-02	-2.105735	-4.3105573	-0.6761524		
232968_at	1.79e-01	4.35e-02	-2.105683	-4.3106517	-0.737151	FANK1	fibronectin type III and ankyrin repeat domains 1
235567_at	1.79e-01	4.36e-02	2.105334	-4.3112952	1.0869101	RORA	RAR related orphan receptor A
241629_at	1.79e-01	4.36e-02	-2.105159	-4.3116154	-0.8088928		
230774_at	1.79e-01	4.36e-02	-2.105119	-4.3116903	-0.5671359	PTGR2	prostaglandin reductase 2
225528_at	1.79e-01	4.36e-02	2.104886	-4.3121178	0.2599716	IPO8	importin 8
240006_at	1.79e-01	4.36e-02	-2.10473	-4.3124051	-0.4097131	SNHG22	small nucleolar RNA host gene 22
235268_at	1.79e-01	4.36e-02	-2.104387	-4.313036	-0.8800059	TADA2A	transcriptional adaptor 2A
238405_at	1.79e-01	4.37e-02	-2.104225	-4.3133334	-0.7512856		
244288_s_at	1.79e-01	4.37e-02	2.1041	-4.3135641	1.036263	SIX3	SIX homeobox 3
232044_at	1.79e-01	4.37e-02	2.10385	-4.3140231	0.5158212	RBBP6	RB binding protein 6, ubiquitin ligase
229680_at	1.79e-01	4.37e-02	-2.103699	-4.3143007	-0.3679232	TACO1	translational activator of cytochrome c oxidase I
232238_at	1.79e-01	4.37e-02	-2.103637	-4.3144146	-1.2428955	ASPM	abnormal spindle microtubule assembly
234197_at	1.79e-01	4.37e-02	-2.103537	-4.3145981	-0.7151722	ACSM1	acyl-CoA synthetase medium-chain family member 1
236876_at	1.79e-01	4.37e-02	2.103528	-4.3146151	0.680924	H1FNT	H1 histone family member N, testis specific
235416_at	1.79e-01	4.37e-02	-2.103462	-4.3147362	-0.4566559	LOC643201	centrosomal protein 192kDa pseudogene
234191_at	1.79e-01	4.37e-02	-2.103304	-4.3150272	-0.837507	BCL2L14	BCL2 like 14
237363_at	1.79e-01	4.38e-02	-2.102739	-4.3160639	-0.9283607	SPATA6L	spermatogenesis associated 6 like
243521_at	1.79e-01	4.38e-02	2.102693	-4.3161497	0.357124	ZXDA	zinc finger, X-linked, duplicated A
241940_at	1.79e-01	4.38e-02	2.102614	-4.3162952	0.5770861		
225851_at	1.79e-01	4.38e-02	2.102528	-4.3164517	0.8043864	CHURC1-FNTB///FNTB	CHURC1-FNTB readthrough///farnesyltransferase, CAAX box, beta
242454_at	1.79e-01	4.38e-02	-2.102522	-4.3164639	-0.3643329		
235855_at	1.79e-01	4.38e-02	-2.102471	-4.3165578	-0.4367581	COX15	COX15, cytochrome c oxidase assembly homolog
244053_at	1.79e-01	4.38e-02	2.102441	-4.3166114	0.5253143		
236645_at	1.79e-01	4.39e-02	-2.102161	-4.3171274	-0.7096999	HBP1	HMG-box transcription factor 1
224685_at	1.79e-01	4.39e-02	2.102025	-4.3173755	0.4237488	AFDN	afadin, adherens junction formation factor
240667_at	1.79e-01	4.39e-02	-2.101743	-4.3178934	-0.6160896	SERP2	stress-associated endoplasmic reticulum protein family member 2
241354_at	1.79e-01	4.39e-02	-2.101384	-4.3185545	-0.57039	ASMTL-AS1	ASMTL antisense RNA 1
228475_at	1.80e-01	4.40e-02	-2.100927	-4.3193935	-1.1093708	CCDC61	coiled-coil domain containing 61
232311_at	1.80e-01	4.40e-02	-2.10068	-4.3198469	-0.6606663	B2M	beta-2-microglobulin
239403_at	1.80e-01	4.40e-02	-2.100486	-4.3202026	-0.4166889	CCDC120	coiled-coil domain containing 120
239374_at	1.80e-01	4.40e-02	-2.100393	-4.3203743	-0.3838583	TRIM65	tripartite motif containing 65
228393_s_at	1.80e-01	4.40e-02	2.100165	-4.3207923	0.2673909	ZNF302	zinc finger protein 302
226601_at	1.80e-01	4.41e-02	2.099525	-4.321966	0.4218421	SLC30A7	solute carrier family 30 member 7
AFFX-HUMISGF3A/M97935_5_at	1.80e-01	4.41e-02	-2.099454	-4.3220972	-0.5784451	STAT1	signal transducer and activator of transcription 1
234828_at	1.80e-01	4.42e-02	-2.098896	-4.3231214	-0.6583933		
237245_at	1.80e-01	4.42e-02	-2.098718	-4.3234472	-0.6395337	BUB3	BUB3, mitotic checkpoint protein
223878_at	1.80e-01	4.42e-02	-2.098345	-4.3241317	-0.4204547	INPP4B	inositol polyphosphate-4-phosphatase type II B
244729_at	1.80e-01	4.42e-02	-2.097922	-4.3249075	-0.7443033		
240427_at	1.81e-01	4.43e-02	-2.097669	-4.3253714	-0.7397065	LOC101929050	uncharacterized LOC101929050
243586_at	1.81e-01	4.43e-02	2.097399	-4.3258665	0.3873046		
241702_at	1.81e-01	4.43e-02	-2.097086	-4.3264407	-1.0520268		
237330_at	1.81e-01	4.43e-02	2.097036	-4.326532	0.5237996		
